fra;clage_vacsi;jour;n_dose1_h;n_complet_h;n_rappel_h;n_2_rappel_h;n_rappel_biv_h;n_3_rappel_h;n_cum_dose1_h;n_cum_complet_h;n_cum_rappel_h;n_cum_2_rappel_h;n_cum_rappel_biv_h;n_cum_3_rappel_h;couv_dose1_h;couv_complet_h;couv_rappel_h;couv_2_rappel_h;couv_rappel_biv_h;couv_3_rappel_h;n_dose1_f;n_complet_f;n_rappel_f;n_2_rappel_f;n_rappel_biv_f;n_3_rappel_f;n_cum_dose1_f;n_cum_complet_f;n_cum_rappel_f;n_cum_2_rappel_f;n_cum_rappel_biv_f;n_cum_3_rappel_f;couv_dose1_f;couv_complet_f;couv_rappel_f;couv_2_rappel_f;couv_rappel_biv_f;couv_3_rappel_f;n_dose1_e;n_complet_e;n_rappel_e;n_2_rappel_e;n_rappel_biv_e;n_3_rappel_e;n_cum_dose1_e;n_cum_complet_e;n_cum_rappel_e;n_cum_2_rappel_e;n_cum_rappel_biv_e;n_cum_3_rappel_e;couv_dose1_e;couv_complet_e;couv_rappel_e;couv_2_rappel_e;couv_rappel_biv_e;couv_3_rappel_e
FR;04;2022-10-27;1;0;0;0;0;0;3457;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2691;1650;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6260;3860;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-28;0;0;0;0;0;0;3457;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2692;1651;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6261;3861;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-29;2;0;0;0;0;0;3459;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2692;1651;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6263;3861;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-30;0;0;0;0;0;0;3459;2157;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2692;1652;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6263;3862;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-10-31;1;1;0;0;0;0;3460;2158;540;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2692;1652;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6264;3863;968;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-01;1;2;1;0;0;0;3461;2160;541;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2692;1652;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;2;1;0;0;0;6265;3865;969;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-02;1;1;1;0;0;0;3462;2161;542;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2693;1652;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;2;1;1;0;0;0;6267;3866;970;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-03;0;0;0;0;0;0;3462;2161;542;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2693;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6267;3867;970;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-04;1;0;0;0;0;0;3463;2161;542;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2693;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6268;3867;970;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-05;0;0;0;0;0;0;3463;2161;542;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2693;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6268;3867;970;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-06;0;0;0;0;0;0;3463;2161;542;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6269;3867;970;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-07;0;0;0;0;0;0;3463;2161;542;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6269;3867;970;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-08;1;0;0;0;0;0;3464;2161;542;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6270;3867;970;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-09;0;0;1;0;0;0;3464;2161;543;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6270;3867;971;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-10;0;0;2;0;0;0;3464;2161;545;12;1;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;2;0;0;0;6270;3867;973;31;2;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-11;0;1;1;0;1;0;3464;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;1;0;6270;3868;974;31;3;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-12;0;0;0;0;0;0;3464;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6270;3868;974;31;3;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-13;0;0;0;0;0;0;3464;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2694;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6270;3868;974;31;3;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-14;0;0;0;0;0;0;3464;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;2696;1653;417;18;1;2;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6272;3868;974;31;3;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-15;0;0;0;0;0;0;3464;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;1;1;0;2696;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;1;1;0;6272;3869;974;32;4;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-16;1;0;0;0;0;0;3465;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2696;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6273;3869;974;32;4;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-17;1;0;0;0;0;0;3466;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2697;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6275;3869;974;32;4;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-18;0;0;0;0;0;0;3466;2162;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6275;3869;974;32;4;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-19;0;1;0;0;0;0;3466;2163;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6275;3870;974;32;4;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-20;1;1;0;0;0;0;3467;2164;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6276;3871;974;32;4;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-21;0;0;0;0;0;0;3467;2164;546;12;2;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6276;3871;974;32;4;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-22;0;0;1;0;1;0;3467;2164;547;12;3;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;1;0;6276;3871;975;32;5;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-23;2;0;0;1;1;0;3469;2164;547;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;417;19;2;2;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;1;1;0;6278;3871;975;33;6;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-24;1;0;0;0;0;0;3470;2164;547;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;1;0;2697;1654;418;19;3;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;1;0;6279;3871;976;33;7;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-25;0;0;1;0;0;0;3470;2164;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;418;19;3;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6279;3871;977;33;7;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-26;0;0;0;0;0;0;3470;2164;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;1;1;0;2697;1654;418;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;1;1;0;6279;3871;977;34;8;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-27;0;0;0;0;0;0;3470;2164;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;418;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6279;3871;977;34;8;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-28;2;0;0;0;0;0;3472;2164;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2697;1654;418;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6281;3871;977;34;8;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-29;0;1;0;0;0;0;3472;2165;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2698;1654;418;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6282;3872;977;34;8;2;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-11-30;0;0;0;0;0;0;3472;2165;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2698;1654;418;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;1;1;6282;3872;977;34;9;3;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-01;2;0;0;0;0;0;3474;2165;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2698;1654;418;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6284;3872;977;34;9;3;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-02;0;0;0;0;0;0;3474;2165;548;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2698;1654;419;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6284;3872;978;34;9;3;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-03;0;0;1;0;0;0;3474;2165;549;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2698;1654;419;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6284;3872;979;34;9;3;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-04;0;0;0;0;0;0;3474;2165;549;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2698;1654;419;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6284;3872;979;34;9;3;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-05;0;0;0;0;0;0;3474;2165;549;13;4;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2699;1654;419;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6285;3872;979;34;9;3;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-06;1;0;0;1;1;0;3475;2165;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2699;1654;419;20;4;2;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;1;1;0;6286;3872;979;35;10;3;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-07;0;0;0;0;0;0;3475;2165;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;1;1;2700;1654;419;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;1;1;6287;3872;979;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-08;0;1;0;0;0;0;3475;2166;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2701;1654;419;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6288;3873;979;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-09;2;0;0;0;0;0;3477;2166;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2702;1654;419;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;3;0;0;0;0;0;6291;3873;979;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-10;0;0;0;0;0;0;3477;2166;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2702;1654;420;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6291;3873;980;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-11;0;0;0;0;0;0;3477;2166;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2702;1654;420;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6291;3873;980;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-12;0;0;0;0;0;0;3477;2166;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;2702;1655;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;6291;3874;981;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-13;0;0;0;0;0;0;3477;2166;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2702;1655;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6291;3874;981;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-14;0;0;0;0;0;0;3477;2166;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2703;1655;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6292;3874;981;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-15;0;1;0;0;0;0;3477;2167;549;14;5;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2703;1656;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;2;0;0;0;0;6292;3876;981;35;11;4;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-16;0;0;0;0;1;1;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2703;1656;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;1;1;6292;3876;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-17;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2703;1656;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6292;3876;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-18;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2703;1656;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6292;3876;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-19;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2704;1657;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6293;3877;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-20;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2704;1658;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6293;3878;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-21;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2704;1658;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6293;3878;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-22;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2704;1659;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6293;3879;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-23;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2704;1659;421;20;5;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6293;3879;981;35;12;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-24;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;1;0;2704;1659;422;20;6;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;1;0;6293;3879;982;35;13;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-25;0;0;0;0;0;0;3477;2167;549;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2704;1659;422;20;6;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6293;3879;982;35;13;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-26;0;1;1;0;0;0;3477;2168;550;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2704;1659;422;20;6;3;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;6293;3880;983;35;13;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-27;1;1;1;0;0;0;3478;2169;551;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2704;1659;422;20;6;3;0.2;0.1;0.0;0.0;0.0;0.0;1;1;1;0;0;0;6294;3881;984;35;13;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-28;0;2;1;0;0;0;3478;2171;552;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;1;1;0;2705;1659;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;1;2;1;1;1;0;6295;3883;985;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-29;0;0;0;0;0;0;3478;2171;552;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2705;1659;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6295;3883;985;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-30;1;2;0;0;0;0;3479;2173;552;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2705;1659;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;6296;3885;985;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-12-31;0;0;0;0;0;0;3479;2173;552;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2705;1659;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6296;3885;985;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-01;0;0;0;0;0;0;3479;2173;552;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2705;1659;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6296;3885;985;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-02;0;0;1;0;0;0;3479;2173;553;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2706;1659;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;6297;3885;986;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-03;0;0;0;0;0;0;3479;2173;553;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2706;1659;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6297;3885;986;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-04;0;0;0;0;0;0;3479;2173;553;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2707;1660;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6298;3886;986;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-05;0;1;0;0;0;0;3479;2174;553;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2707;1660;422;21;7;3;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6298;3887;986;36;14;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-06;2;0;0;0;0;0;3481;2174;553;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;1;1;0;2707;1660;422;22;8;3;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;1;1;0;6300;3887;986;37;15;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-07;0;0;0;0;0;0;3481;2174;553;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2707;1660;422;22;8;3;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6300;3887;986;37;15;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-08;0;0;0;0;0;0;3481;2174;553;14;6;1;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2707;1661;422;22;8;3;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6300;3888;986;37;15;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-09;1;0;1;0;1;0;3482;2174;554;14;7;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2708;1661;422;22;8;3;0.2;0.1;0.0;0.0;0.0;0.0;2;0;1;0;1;0;6302;3888;987;37;16;5;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2023-01-10;0;0;0;0;0;0;3482;2174;554;14;7;1;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;1;1;2709;1661;423;22;9;4;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;1;1;6303;3888;988;37;17;6;0.2;0.1;0.0;0.0;0.0;0.0
