fra;clage_vacsi;jour;n_dose1_h;n_complet_h;n_rappel_h;n_2_rappel_h;n_rappel_biv_h;n_3_rappel_h;n_cum_dose1_h;n_cum_complet_h;n_cum_rappel_h;n_cum_2_rappel_h;n_cum_rappel_biv_h;n_cum_3_rappel_h;couv_dose1_h;couv_complet_h;couv_rappel_h;couv_2_rappel_h;couv_rappel_biv_h;couv_3_rappel_h;n_dose1_f;n_complet_f;n_rappel_f;n_2_rappel_f;n_rappel_biv_f;n_3_rappel_f;n_cum_dose1_f;n_cum_complet_f;n_cum_rappel_f;n_cum_2_rappel_f;n_cum_rappel_biv_f;n_cum_3_rappel_f;couv_dose1_f;couv_complet_f;couv_rappel_f;couv_2_rappel_f;couv_rappel_biv_f;couv_3_rappel_f;n_dose1_e;n_complet_e;n_rappel_e;n_2_rappel_e;n_rappel_biv_e;n_3_rappel_e;n_cum_dose1_e;n_cum_complet_e;n_cum_rappel_e;n_cum_2_rappel_e;n_cum_rappel_biv_e;n_cum_3_rappel_e;couv_dose1_e;couv_complet_e;couv_rappel_e;couv_2_rappel_e;couv_rappel_biv_e;couv_3_rappel_e
FR;04;2022-05-16;0;0;0;0;0;0;3372;2077;490;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2637;1613;394;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6121;3743;895;18;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-17;0;1;0;0;0;0;3372;2078;490;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2638;1614;394;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;6122;3745;895;18;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-18;1;2;1;0;0;0;3373;2080;491;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;2;0;0;0;2638;1614;396;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;3;0;0;0;6123;3747;898;18;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-19;1;1;0;0;0;0;3374;2081;491;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2638;1614;397;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;1;0;0;0;6124;3748;899;18;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-20;0;0;0;0;0;0;3374;2081;491;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;1;0;0;2639;1615;397;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;1;0;0;6125;3749;899;19;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-21;0;1;2;0;0;0;3374;2082;493;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2639;1616;397;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;2;2;0;0;0;6125;3751;901;19;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-22;0;0;0;0;0;0;3374;2082;493;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2639;1616;397;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6125;3751;901;19;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-23;0;1;0;0;0;0;3374;2083;493;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2639;1616;398;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;6125;3752;902;19;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-24;0;0;1;0;0;0;3374;2083;494;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;2;1;0;0;2639;1616;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;3;1;0;0;6125;3752;905;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-25;2;2;1;0;0;0;3376;2085;495;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2639;1616;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;2;1;0;0;0;6127;3754;906;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-26;2;0;1;0;0;0;3378;2085;496;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2639;1616;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;1;0;0;0;6129;3754;907;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-27;0;0;2;0;0;0;3378;2085;498;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2639;1616;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;2;0;0;0;6129;3754;909;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-28;1;0;0;0;0;0;3379;2085;498;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2639;1616;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6130;3754;909;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-29;0;0;0;0;0;0;3379;2085;498;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2640;1616;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6131;3754;909;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-30;1;0;0;0;0;0;3380;2085;498;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2640;1617;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6132;3755;909;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-05-31;1;3;0;0;0;0;3381;2088;498;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2641;1618;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;4;0;0;0;0;6134;3759;909;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-01;0;2;1;0;0;0;3381;2090;499;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2641;1618;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;2;1;0;0;0;6134;3761;910;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-02;0;0;0;0;0;0;3381;2090;499;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2641;1618;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6134;3761;910;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-03;0;0;0;0;0;0;3381;2090;499;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2642;1618;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6135;3761;910;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-04;2;1;0;0;0;0;3383;2091;499;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2642;1618;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;1;0;0;0;0;6137;3762;910;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-05;0;0;0;0;0;0;3383;2091;499;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2642;1618;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6137;3762;910;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-06;1;2;2;0;0;0;3384;2093;501;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2643;1618;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;2;2;0;0;0;6139;3764;912;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-07;0;0;1;0;0;0;3384;2093;502;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2644;1619;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;1;0;0;0;6140;3765;913;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-08;0;0;1;0;0;0;3384;2093;503;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2645;1619;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;6141;3765;914;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-09;0;0;0;0;0;0;3384;2093;503;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2645;1619;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6141;3765;914;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-10;1;1;1;0;0;0;3385;2094;504;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2645;1619;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;1;0;0;0;6142;3766;915;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-11;0;0;1;0;0;0;3385;2094;505;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2645;1619;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6142;3766;916;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-12;0;0;0;0;0;0;3385;2094;505;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2645;1619;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6142;3766;916;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-13;0;0;0;0;0;0;3385;2094;505;8;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2646;1620;400;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6143;3767;916;20;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-14;0;1;0;1;0;0;3385;2095;505;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2646;1620;401;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;1;0;0;6143;3768;917;21;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-15;0;0;0;0;0;0;3385;2095;505;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;2646;1621;402;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;6143;3769;918;21;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-16;2;3;0;0;0;0;3387;2098;505;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2646;1621;402;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;3;0;0;0;0;6145;3772;918;21;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-17;0;0;3;0;0;0;3387;2098;508;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2647;1621;402;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;3;0;0;0;6146;3772;921;21;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-18;0;1;0;0;0;0;3387;2099;508;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2647;1621;402;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6146;3773;921;21;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-19;0;0;0;0;0;0;3387;2099;508;9;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2647;1621;402;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6146;3773;921;21;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-20;0;0;0;1;0;0;3387;2099;508;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2647;1621;403;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;1;0;0;6146;3773;922;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-21;0;0;2;0;0;0;3387;2099;510;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2647;1621;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;3;0;0;0;6146;3773;925;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-22;0;0;0;0;0;0;3387;2099;510;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2647;1621;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6146;3773;925;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-23;1;1;0;0;0;0;3388;2100;510;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2647;1622;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;6147;3775;925;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-24;1;0;0;0;0;0;3389;2100;510;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2647;1622;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6148;3775;925;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-25;1;0;0;0;0;0;3390;2100;510;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2647;1623;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6149;3776;925;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-26;0;0;1;0;0;0;3390;2100;511;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2647;1623;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;6149;3776;926;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-27;2;1;2;0;0;0;3392;2101;513;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2647;1624;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;2;2;0;0;0;6151;3778;928;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-28;0;1;2;0;0;0;3392;2102;515;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2647;1624;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;2;0;0;0;6151;3779;930;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-29;2;1;1;0;0;0;3394;2103;516;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2647;1624;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;1;1;0;0;0;6153;3780;931;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-06-30;1;0;0;0;0;0;3395;2103;516;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2648;1625;404;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;1;0;0;0;0;6155;3781;931;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-01;0;1;4;0;0;0;3395;2104;520;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;2;0;0;0;2649;1625;406;11;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;6;0;0;0;6156;3782;937;22;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-02;1;0;0;0;0;0;3396;2104;520;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;1;0;0;2649;1625;406;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;1;0;0;6157;3782;937;23;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-03;0;0;1;0;0;0;3396;2104;521;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2649;1625;407;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;2;0;0;0;6157;3782;939;23;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-04;4;3;0;0;0;0;3400;2107;521;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;2650;1627;407;12;0;0;0.2;0.1;0.0;0.0;0.0;0.0;5;5;0;0;0;0;6162;3787;939;23;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-05;2;2;0;0;0;0;3402;2109;521;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;2;0;2;0;0;2652;1629;407;14;0;0;0.2;0.1;0.0;0.0;0.0;0.0;4;4;0;2;0;0;6166;3791;939;25;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-06;2;2;0;0;0;0;3404;2111;521;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2652;1629;407;14;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;2;0;0;0;0;6168;3793;939;25;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-07;1;3;1;0;0;0;3405;2114;522;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2652;1629;408;14;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;3;2;0;0;0;6169;3796;941;25;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-08;1;2;0;0;0;0;3406;2116;522;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;1;0;0;2653;1629;408;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;2;0;1;0;0;6171;3798;941;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-09;0;0;0;0;0;0;3406;2116;522;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2653;1629;408;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6171;3798;941;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-10;0;0;0;0;0;0;3406;2116;522;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2653;1629;408;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6171;3798;941;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-11;1;1;0;0;0;0;3407;2117;522;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;3;0;0;0;0;0;2656;1629;408;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;4;1;0;0;0;0;6175;3799;941;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-12;1;0;1;0;0;0;3408;2117;523;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2657;1629;408;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;1;0;0;0;6177;3799;942;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-13;2;0;0;0;0;0;3410;2117;523;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2657;1629;408;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;6179;3799;942;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-14;1;0;0;0;0;0;3411;2117;523;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2657;1629;408;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6180;3799;942;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-15;1;2;0;0;0;0;3412;2119;523;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;1;0;0;0;2657;1629;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;1;0;0;0;6181;3801;943;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-16;0;0;0;0;0;0;3412;2119;523;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2658;1629;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6182;3801;943;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-17;0;0;0;0;0;0;3412;2119;523;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2658;1629;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6182;3801;943;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-18;0;1;1;0;0;0;3412;2120;524;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2658;1629;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;1;0;0;0;6182;3802;944;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-19;1;0;0;0;0;0;3413;2120;524;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2658;1629;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6183;3802;944;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-20;0;1;1;0;0;0;3413;2121;525;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2659;1630;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;1;0;0;0;6184;3804;945;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-21;1;0;1;0;0;0;3414;2121;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;0;0;0;0;2661;1630;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;3;0;1;0;0;0;6187;3804;946;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-22;2;2;0;0;0;0;3416;2123;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2661;1630;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;2;0;0;0;0;6189;3806;946;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-23;0;1;0;0;0;0;3416;2124;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2661;1630;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;6189;3807;946;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-24;0;0;0;0;0;0;3416;2124;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2661;1630;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6189;3807;946;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-25;0;2;0;0;0;0;3416;2126;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2662;1630;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;2;0;0;0;0;6190;3809;946;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-26;0;1;0;0;0;0;3416;2127;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;4;1;0;0;0;0;2666;1631;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;4;2;0;0;0;0;6194;3811;946;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-27;2;1;0;0;0;0;3418;2128;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2666;1631;409;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;1;0;0;0;0;6196;3812;946;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-28;0;1;0;0;0;0;3418;2129;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;1;0;0;0;2667;1631;410;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;1;0;0;0;6197;3813;947;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-29;0;1;0;0;0;0;3418;2130;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;2668;1631;410;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6198;3814;947;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-30;1;0;0;0;0;0;3419;2130;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2668;1631;410;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6199;3814;947;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-07-31;0;0;0;0;0;0;3419;2130;526;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2668;1631;410;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;6199;3814;947;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-01;0;0;2;0;0;0;3419;2130;528;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2669;1632;410;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;2;0;0;0;6200;3815;949;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-02;1;0;0;0;0;0;3420;2130;528;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;3;0;0;0;2670;1632;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;2;0;3;0;0;0;6202;3815;952;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-03;1;0;0;0;0;0;3421;2130;528;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2670;1632;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;0;0;0;0;0;6203;3815;952;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-04;1;0;0;0;0;0;3422;2130;528;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;0;1;0;0;0;0;2670;1633;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6204;3816;952;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
FR;04;2022-08-05;0;0;1;0;0;0;3422;2130;529;10;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2671;1634;413;15;0;0;0.2;0.1;0.0;0.0;0.0;0.0;1;1;1;0;0;0;6205;3817;953;26;0;0;0.2;0.1;0.0;0.0;0.0;0.0
